Column2,Column3,Column4,Column5,Column6,Column7,Column8
2010-07-03,5,15,19,20,45,49
2010-07-04,6,14,31,35,43,44
2010-07-06,2,4,8,18,45,48
2010-07-07,2,8,33,36,41,44
2010-07-10,7,11,27,28,37,40
2010-07-11,4,21,31,44,51,58
2010-07-14,7,18,35,41,43,50
2010-07-17,3,4,34,37,38,57
2010-07-18,8,16,44,45,46,52
2010-07-21,5,9,16,38,42,49
2010-07-24,5,19,23,28,47,58
2010-07-25,24,33,36,39,42,50
2010-07-27,15,23,24,26,37,47
2010-07-28,8,21,22,35,41,58
2010-07-31,1,2,27,40,54,55
2010-08-01,1,7,8,40,46,57
2010-08-03,1,21,46,49,51,53
2010-08-04,10,19,27,31,34,51
2010-08-07,7,12,14,23,31,35
2010-08-08,9,11,31,44,48,57
2010-08-11,5,8,9,20,52,54
2010-08-14,21,23,25,34,43,47
2010-08-15,20,21,23,30,31,44
2010-08-18,21,23,42,49,55,58
2010-08-21,9,12,15,40,46,48
2010-08-22,10,25,34,35,47,52
2010-08-25,12,14,16,35,45,46
2010-08-28,5,15,28,33,38,56
2010-08-29,12,30,35,41,43,55
2010-09-01,7,20,29,35,36,56
2010-09-04,1,3,6,27,44,49
2010-09-05,3,6,8,22,26,32
2010-09-08,15,38,41,48,49,52
2010-09-11,10,16,29,40,44,57
2010-09-12,12,17,21,31,33,35
2010-09-15,16,24,26,34,36,46
2010-09-18,11,17,19,24,40,44
2010-09-19,3,7,28,35,48,50
2010-09-22,3,11,13,21,53,54
2010-09-25,1,3,13,18,20,36
2010-09-26,21,23,26,43,44,54
2010-09-28,8,11,19,22,54,55
2010-09-29,11,22,27,30,35,53
2010-10-02,4,8,11,13,17,48
2010-10-03,2,4,24,26,32,53
2010-10-05,6,14,32,42,48,56
2010-10-06,6,20,23,32,38,50
2010-10-09,4,18,19,27,46,49
2010-10-10,2,3,10,24,30,39
2010-10-13,17,18,26,30,42,50
2010-10-16,3,6,7,9,37,46
2010-10-17,13,28,39,40,42,57
2010-10-20,8,14,27,35,42,55
2010-10-23,7,33,38,44,52,56
2010-10-24,7,11,18,19,22,26
2010-10-26,11,13,24,33,35,49
2010-10-27,2,11,15,36,44,51
2010-10-30,7,19,26,30,38,39
2010-10-31,3,4,11,29,40,53
2010-11-02,1,5,25,29,33,53
2010-11-03,9,17,22,29,36,45
2010-11-06,13,19,30,35,39,52
2010-11-07,20,25,34,47,49,56
2010-11-10,14,22,26,29,41,46
2010-11-13,5,8,17,21,31,42
2010-11-14,19,27,36,38,43,54
2010-11-17,5,22,25,43,46,58
2010-11-20,9,19,29,41,43,55
2010-11-21,10,11,26,31,43,52
2010-11-24,5,13,21,26,38,54
2010-11-27,23,27,30,49,51,53
2010-11-28,13,20,22,32,41,49
2010-11-30,4,11,44,49,54,56
2010-12-01,23,27,33,41,55,57
2010-12-04,4,9,22,25,28,36
2010-12-05,14,23,30,35,44,53
2010-12-08,3,9,29,35,54,55
2010-12-11,5,9,10,18,28,50
2010-12-12,4,11,17,21,23,41
2010-12-15,1,13,19,20,28,55
2010-12-18,9,24,32,34,38,39
2010-12-19,16,21,24,29,35,54
2010-12-22,10,14,20,31,37,38
2010-12-25,1,6,20,32,40,54
2010-12-26,11,17,26,40,48,52
2010-12-28,5,22,46,55,57,58
2010-12-29,18,32,45,50,51,53
2011-01-01,8,13,25,26,30,35
2011-01-02,11,27,33,37,44,51
2011-01-05,16,20,21,27,28,54
2011-01-08,10,14,15,16,25,46
2011-01-09,1,5,11,13,16,27
2011-01-12,4,5,13,20,23,35
2011-01-15,16,22,33,35,39,43
2011-01-16,4,7,18,31,54,55
2011-01-19,9,34,42,48,52,53
2011-01-22,9,13,18,28,33,47
2011-01-23,6,22,27,30,51,52
2011-01-25,16,26,33,35,40,43
2011-01-26,3,12,21,22,28,56
2011-01-29,1,22,42,48,51,52
2011-01-30,7,9,24,25,33,53
2011-02-01,12,20,42,50,51,56
2011-02-02,2,21,33,38,47,50
2011-02-05,1,12,16,26,35,42
2011-02-06,19,20,24,38,46,57
2011-02-08,8,14,42,44,49,55
2011-02-09,14,26,33,44,47,58
2011-02-12,12,24,39,47,48,50
2011-02-13,5,7,10,26,29,51
2011-02-16,1,10,11,36,41,51
2011-02-19,18,37,38,42,53,54
2011-02-20,2,3,15,42,48,57
2011-02-22,1,11,15,29,45,47
2011-02-23,5,6,20,23,26,34
2011-02-26,11,15,18,25,47,51
2011-02-27,7,13,25,37,44,51
2011-03-01,20,23,27,40,45,51
2011-03-02,2,3,8,12,39,44
2011-03-05,25,39,40,46,47,55
2011-03-06,1,13,14,20,23,53
2011-03-09,10,18,22,26,30,57
2011-03-12,5,11,34,36,49,57
2011-03-13,10,11,17,19,23,39
2011-03-16,4,5,17,19,43,44
2011-03-19,14,17,33,40,43,54
2011-03-20,2,10,15,20,27,39
2011-03-23,11,21,30,31,45,56
2011-03-26,26,30,35,38,41,44
2011-03-27,9,17,26,29,37,58
2011-03-29,4,5,9,20,39,53
2011-03-30,7,26,44,46,48,49
2011-04-02,4,8,14,35,53,58
2011-04-03,5,10,12,18,19,28
2011-04-05,3,6,10,32,40,41
2011-04-06,6,12,34,44,47,53
2011-04-09,9,25,28,33,37,43
2011-04-10,6,21,26,43,50,52
2011-04-13,5,8,13,23,41,50
2011-04-16,8,19,23,28,31,56
2011-04-17,5,12,16,25,56,57
2011-04-20,6,22,25,26,35,37
2011-04-23,1,9,20,21,29,32
2011-04-24,10,14,27,40,44,55
2011-04-26,1,2,7,8,30,34
2011-04-27,10,15,23,40,42,51
2011-04-30,6,14,26,33,51,55
2011-05-01,3,29,31,44,48,57
2011-05-03,20,31,37,42,45,47
2011-05-04,6,11,24,29,46,47
2011-05-07,1,3,17,18,23,37
2011-05-08,2,5,44,49,53,55
2011-05-11,5,23,27,39,49,50
2011-05-14,11,17,24,45,46,52
2011-05-15,1,4,15,23,36,41
2011-05-18,18,28,30,46,48,49
2011-05-21,4,11,26,30,42,45
2011-05-22,6,9,19,27,47,55
2011-05-25,17,23,31,35,48,53
2011-05-28,16,26,39,44,46,51
2011-05-29,7,9,27,28,47,54
2011-05-31,1,3,20,36,45,48
2011-06-01,1,18,28,41,48,52
2011-06-04,1,5,23,25,30,55
2011-06-05,3,8,27,30,43,58
2011-06-08,1,6,8,42,51,53
2011-06-11,1,24,34,37,38,58
2011-06-12,2,5,24,49,53,55
2011-06-15,5,7,11,20,37,44
2011-06-18,1,2,34,45,46,58
2011-06-19,6,18,21,26,27,29
2011-06-22,18,23,24,38,44,50
2011-06-25,2,10,35,36,45,52
2011-06-26,8,11,14,27,39,50
2011-06-28,5,8,21,39,43,58
2011-06-29,3,14,16,19,24,40
2011-07-02,16,22,23,28,30,42
2011-07-03,1,15,18,19,23,44
2011-07-05,3,4,31,32,40,49
2011-07-06,3,11,34,35,43,48
2011-07-09,5,17,21,37,48,52
2011-07-10,1,25,26,43,50,54
2011-07-13,2,14,23,26,32,33
2011-07-16,12,14,33,40,42,51
2011-07-17,5,7,16,24,25,41
2011-07-20,1,29,30,32,46,57
2011-07-23,15,20,21,38,42,55
2011-07-24,11,17,23,41,42,46
2011-07-27,17,26,36,37,43,53
2011-07-30,10,15,34,37,40,46
2011-07-31,12,18,27,34,41,49
2011-08-03,18,20,49,52,53,57
2011-08-06,7,22,34,45,49,57
2011-08-07,3,25,31,32,41,42
2011-08-10,3,16,24,29,53,55
2011-08-13,2,3,4,6,13,35
2011-08-14,3,4,11,17,27,44
2011-08-17,18,23,30,32,45,53
2011-08-20,2,23,31,32,44,55
2011-08-21,4,10,20,30,43,46
2011-08-24,8,27,28,29,40,48
2011-08-27,2,3,14,21,25,45
2011-08-28,8,15,22,28,36,55
2011-08-31,9,14,18,37,49,52
2011-09-03,23,29,31,35,37,46
2011-09-04,7,16,40,41,50,53
2011-09-06,14,23,34,43,53,55
2011-09-07,28,37,43,48,51,56
2011-09-10,7,8,12,14,40,43
2011-09-11,21,34,38,42,45,46
2011-09-14,34,40,50,53,55,58
2011-09-17,10,14,23,30,36,48
2011-09-18,7,17,28,30,36,44
2011-09-21,9,18,21,39,50,58
2011-09-24,8,29,37,40,42,53
2011-09-25,6,7,13,42,46,54
2011-09-27,27,33,34,45,47,56
2011-09-28,11,29,39,44,56,57
2011-10-01,2,13,17,27,33,53
2011-10-02,3,21,30,31,39,55
2011-10-04,27,35,36,37,38,49
2011-10-05,4,12,13,27,33,58
2011-10-08,1,2,6,8,28,58
2011-10-09,15,30,33,36,38,41
2011-10-12,7,33,35,36,43,49
2011-10-15,5,10,12,22,25,37
2011-10-16,5,8,24,33,44,47
2011-10-19,5,9,11,34,43,44
2011-10-22,16,17,19,21,38,57
2011-10-23,11,14,16,23,49,58
2011-10-25,21,26,36,41,44,45
2011-10-26,12,21,23,27,29,44
2011-10-29,9,13,19,26,35,40
2011-10-30,1,3,17,31,35,39
2011-11-01,12,17,28,42,50,57
2011-11-02,5,25,28,36,39,42
2011-11-05,13,26,34,38,39,44
2011-11-06,12,15,21,28,42,58
2011-11-09,11,18,19,24,56,58
2011-11-12,20,27,35,36,43,57
2011-11-13,2,7,13,20,39,48
2011-11-16,2,3,12,16,34,35
2011-11-19,17,36,39,40,41,44
2011-11-20,1,9,11,20,24,54
2011-11-23,11,15,22,37,38,42
2011-11-26,2,7,10,14,24,35
2011-11-27,2,20,25,26,29,53
2011-11-29,6,17,31,42,43,48
2011-11-30,5,23,26,29,31,58
2011-12-03,3,7,15,20,45,53
2011-12-04,4,24,27,31,49,57
2011-12-06,15,32,36,45,55,58
2011-12-07,3,28,43,46,56,57
2011-12-10,6,8,9,11,23,56
2011-12-11,6,16,20,21,39,52
2011-12-14,7,16,21,40,41,43
2011-12-17,5,13,26,34,49,51
2011-12-18,9,19,29,41,54,58
2011-12-21,5,13,38,47,50,51
2011-12-24,17,36,43,44,45,51
2011-12-25,4,5,21,47,51,52
2011-12-27,3,12,25,27,42,52
2011-12-28,6,8,22,25,30,57
2011-12-31,5,17,20,46,55,58
2012-01-01,7,15,16,19,24,51
2012-01-04,18,21,42,44,48,56
2012-01-07,4,29,39,41,43,52
2012-01-08,13,15,16,18,43,45
2012-01-11,5,9,13,17,35,41
2012-01-14,3,13,30,31,34,52
2012-01-15,2,7,10,17,23,29
2012-01-17,1,7,19,37,46,55
2012-01-18,2,12,24,25,32,33
2012-01-21,9,26,32,34,51,57
2012-01-22,7,25,26,35,43,50
2012-01-24,11,13,24,39,44,54
2012-01-25,4,12,36,38,46,50
2012-01-28,9,19,30,31,35,38
2012-01-29,3,12,30,32,36,47
2012-01-31,11,13,14,37,42,51
2012-02-01,7,38,39,48,57,58
2012-02-04,3,10,15,16,28,53
2012-02-05,8,17,24,49,54,57
2012-02-08,6,11,43,49,55,58
2012-02-11,7,21,24,25,52,57
2012-02-12,9,15,28,34,36,56
2012-02-14,10,17,38,39,50,58
2012-02-15,21,29,30,35,46,58
2012-02-18,1,11,19,20,43,58
2012-02-19,10,11,16,36,39,56
2012-02-22,8,17,23,25,28,42
2012-02-25,10,17,19,24,53,56
2012-02-26,18,19,37,42,51,53
2012-02-28,3,20,50,53,55,57
2012-02-29,11,21,22,51,53,54
2012-03-03,1,4,26,41,44,50
2012-03-04,3,9,20,29,41,58
2012-03-07,1,24,31,38,43,45
2012-03-10,1,26,35,37,47,58
2012-03-11,11,15,24,42,53,58
2012-03-14,9,15,22,31,40,49
2012-03-17,13,20,31,36,50,54
2012-03-18,4,16,21,26,31,50
2012-03-20,10,19,25,40,42,54
2012-03-21,5,19,31,50,54,57
2012-03-24,14,24,40,42,43,57
2012-03-25,9,18,22,28,38,39
2012-03-28,14,18,20,44,47,48
2012-03-31,14,18,30,33,47,52
2012-04-01,3,20,48,52,56,57
2012-04-03,10,12,24,27,36,38
2012-04-04,2,3,20,28,42,48
2012-04-07,7,17,25,38,48,50
2012-04-08,11,14,30,35,46,55
2012-04-11,3,9,22,25,34,35
2012-04-14,9,19,27,38,45,46
2012-04-15,16,18,46,51,54,57
2012-04-17,2,9,10,28,35,36
2012-04-18,6,9,17,18,26,47
2012-04-21,10,37,44,45,51,54
2012-04-22,3,8,19,20,33,40
2012-04-25,12,19,23,39,40,53
2012-04-28,8,11,15,20,33,34
2012-04-29,15,26,39,40,52,54
2012-05-02,4,26,36,41,45,52
2012-05-05,28,38,40,46,52,53
2012-05-06,5,7,16,23,26,39
2012-05-08,16,22,23,26,31,58
2012-05-09,17,32,41,42,44,58
2012-05-12,10,13,16,26,36,56
2012-05-13,4,7,10,38,50,57
2012-05-16,2,10,25,28,31,36
2012-05-19,14,21,30,31,48,51
2012-05-20,9,14,17,19,26,52
2012-05-23,8,11,20,49,57,58
2012-05-26,15,17,18,31,49,55
2012-05-27,4,20,45,49,50,58
2012-05-29,4,5,24,25,31,34
2012-05-30,7,9,33,36,40,56
2012-06-02,20,24,25,32,50,52
2012-06-03,10,19,21,34,42,45
2012-06-06,13,20,22,23,52,58
2012-06-09,30,41,45,46,47,58
2012-06-10,5,27,29,41,43,51
2012-06-13,3,23,25,48,51,57
2012-06-16,5,26,30,40,51,57
2012-06-17,7,12,18,30,41,44
2012-06-20,8,30,35,38,46,50
2012-06-23,2,19,21,30,41,42
2012-06-24,15,25,28,29,35,37
2012-06-26,13,16,19,30,32,56
2012-06-27,6,12,39,42,53,58
2012-06-30,2,7,12,25,29,33
2012-07-01,7,14,43,45,46,53
2012-07-03,17,23,37,39,44,46
2012-07-04,1,2,20,34,50,54
2012-07-07,11,12,24,25,36,53
2012-07-08,18,20,30,45,57,58
2012-07-11,9,11,18,20,21,50
2012-07-14,3,5,14,27,31,40
2012-07-15,2,6,14,32,34,50
2012-07-17,6,12,20,33,40,56
2012-07-18,3,4,14,21,31,54
2012-07-21,12,20,25,26,27,56
2012-07-22,15,28,46,49,53,57
2012-07-25,25,32,33,40,51,57
2012-07-28,2,27,46,49,50,57
2012-07-29,25,31,32,41,51,53
2012-08-01,4,5,28,38,43,56
2012-08-04,11,17,22,32,50,51
2012-08-05,1,10,14,27,41,47
2012-08-08,20,22,34,35,39,48
2012-08-11,4,9,11,13,44,46
2012-08-12,14,31,33,42,47,58
2012-08-15,9,26,32,33,35,36
2012-08-18,1,8,11,12,40,49
2012-08-19,5,13,17,19,32,52
2012-08-22,18,22,24,37,38,48
2012-08-25,2,15,17,31,37,41
2012-08-26,19,20,27,34,37,58
2012-08-28,19,20,30,31,35,38
2012-08-29,2,8,34,36,41,47
2012-09-01,7,12,14,20,21,29
2012-09-02,1,9,32,35,37,45
2012-09-04,3,14,20,28,30,43
2012-09-05,1,20,26,33,49,55
2012-09-08,12,22,42,44,48,51
2012-09-09,7,13,20,34,35,43
2012-09-12,7,9,11,13,46,57
2012-09-15,8,22,25,36,57,58
2012-09-16,2,8,21,32,34,53
2012-09-18,5,29,40,44,51,58
2012-09-19,4,10,20,21,52,55
2012-09-22,12,16,35,40,41,58
2012-09-23,22,32,38,39,45,57
2012-09-26,9,13,16,18,33,54
2012-09-29,2,13,19,30,50,51
2012-09-30,2,14,22,23,25,43
2012-10-02,3,9,11,12,47,57
2012-10-03,10,22,30,31,32,52
2012-10-06,1,5,11,13,16,53
2012-10-07,6,11,13,21,46,51
2012-10-10,7,16,26,37,38,49
2012-10-13,10,15,16,21,31,45
2012-10-14,2,16,34,39,49,56
2012-10-17,5,6,8,40,41,47
2012-10-20,6,20,48,50,51,56
2012-10-21,11,19,32,52,53,56
2012-10-24,16,19,20,21,39,58
2012-10-27,3,26,27,28,32,57
2012-10-28,4,26,33,36,40,42
2012-10-30,1,4,8,20,29,42
2012-10-31,3,4,23,46,49,53
2012-11-03,2,11,17,20,29,58
2012-11-04,29,42,43,45,49,51
2012-11-07,6,23,26,40,41,57
2012-11-10,8,10,16,20,49,57
2012-11-11,1,9,17,39,51,58
2012-11-13,6,20,28,29,31,42
2012-11-14,7,13,37,45,52,57
2012-11-17,1,9,14,26,41,52
2012-11-18,2,3,14,19,32,36
2012-11-21,3,25,39,40,55,56
2012-11-24,18,25,27,29,36,54
2012-11-25,21,30,52,53,56,57
2012-11-27,4,15,22,24,43,49
2012-11-28,8,14,41,45,48,51
2012-12-01,13,23,34,46,53,55
2012-12-02,4,15,23,32,47,58
2012-12-04,4,8,28,33,46,47
2012-12-05,1,7,10,36,44,46
2012-12-08,1,8,24,44,46,48
2012-12-09,3,5,6,18,22,39
2012-12-12,1,9,27,45,50,53
2012-12-15,5,6,15,35,39,40
2012-12-16,7,11,39,47,49,58
2012-12-18,6,10,12,48,49,57
2012-12-19,9,10,17,37,42,56
2012-12-22,13,14,21,27,34,44
2012-12-23,20,38,44,46,50,55
2012-12-26,7,33,36,40,46,50
2012-12-29,5,6,16,21,51,57
2012-12-30,11,20,30,31,33,48
2013-01-02,11,12,20,22,28,46
2013-01-05,13,24,29,32,38,46
2013-01-06,3,19,27,32,52,53
2013-01-08,4,10,13,15,37,51
2013-01-09,6,15,26,44,47,52
2013-01-12,1,9,27,40,48,58
2013-01-13,5,8,20,41,53,58
2013-01-16,3,20,22,26,27,33
2013-01-19,1,21,29,35,42,55
2013-01-20,3,9,20,38,40,58
2013-01-22,6,14,23,29,47,53
2013-01-23,7,18,28,29,31,42
2013-01-26,1,6,23,32,35,57
2013-01-27,1,3,20,21,25,33
2013-01-30,4,7,12,17,41,46
2013-02-02,1,15,39,42,43,45
2013-02-03,7,19,27,41,43,56
2013-02-05,12,22,34,46,53,55
2013-02-06,3,9,28,30,38,49
2013-02-09,12,29,32,46,51,52
2013-02-10,1,5,17,21,24,30
2013-02-12,17,19,25,31,37,40
2013-02-13,5,6,8,21,38,40
2013-02-16,27,30,37,43,48,49
2013-02-17,13,25,26,27,29,50
2013-02-19,6,17,29,39,41,46
2013-02-20,21,30,31,41,44,52
2013-02-23,20,24,27,28,37,54
2013-02-24,7,17,33,34,35,45
2013-02-27,1,3,5,21,30,38
2013-03-02,2,37,42,45,47,57
2013-03-03,23,27,33,45,49,55
2013-03-05,1,2,41,48,57,58
2013-03-06,12,14,31,34,37,43
2013-03-09,1,36,43,46,48,52
2013-03-10,6,7,22,30,34,43
2013-03-13,9,15,30,31,38,52
2013-03-16,4,19,24,42,49,53
2013-03-17,13,23,28,36,37,46
2013-03-20,17,18,27,42,45,48
2013-03-23,2,12,37,54,56,57
2013-03-24,2,16,21,31,41,46
2013-03-26,23,24,30,50,55,56
2013-03-27,2,3,9,30,31,32
2013-03-30,32,34,40,47,48,49
2013-03-31,20,32,39,41,52,53
2013-04-02,3,5,15,35,36,44
2013-04-03,11,14,18,19,44,51
2013-04-06,11,16,27,38,50,54
2013-04-07,11,18,21,25,47,58
2013-04-10,14,20,27,31,36,48
2013-04-13,2,27,31,38,54,55
2013-04-14,4,9,23,26,42,47
2013-04-17,5,22,35,42,43,56
2013-04-20,26,31,33,45,51,56
2013-04-21,1,21,25,38,41,52
2013-04-24,12,30,32,37,41,47
2013-04-27,22,23,35,40,46,56
2013-04-28,2,8,15,48,50,54
2013-04-30,5,27,41,45,50,54
2013-05-01,9,16,23,30,42,47
2013-05-04,10,19,21,33,40,57
2013-05-05,18,20,23,25,37,45
2013-05-07,5,23,24,29,39,43
2013-05-08,11,24,33,34,51,58
2013-05-11,6,20,23,25,34,44
2013-05-12,17,36,37,44,46,47
2013-05-15,13,30,42,44,49,52
2013-05-18,3,6,25,29,34,48
2013-05-19,19,37,40,45,48,49
2013-05-22,2,4,10,33,37,54
2013-05-25,17,29,34,53,55,57
2013-05-26,10,19,42,43,53,56
2013-05-28,8,16,20,43,48,54
2013-05-29,22,26,38,42,43,49
2013-06-01,12,15,20,29,37,52
2013-06-02,14,22,24,31,35,55
2013-06-05,1,7,9,33,37,48
2013-06-08,8,10,12,23,49,54
2013-06-09,1,10,25,29,36,50
2013-06-12,18,29,32,34,51,52
2013-06-15,4,14,25,48,51,58
2013-06-16,9,28,32,43,48,50
2013-06-19,1,5,6,17,20,23
2013-06-22,14,24,30,34,40,54
2013-06-23,14,25,32,44,56,57
2013-06-25,4,13,14,15,27,57
2013-06-26,5,10,14,18,24,55
2013-06-29,18,19,36,38,44,58
2013-06-30,5,9,15,38,56,57
2013-07-02,17,20,29,34,40,48
2013-07-03,2,25,26,33,35,36
2013-07-06,8,12,15,16,36,48
2013-07-07,14,34,37,44,46,52
2013-07-10,3,7,15,19,23,52
2013-07-13,9,20,21,25,31,50
2013-07-14,4,10,24,30,35,45
2013-07-17,19,21,40,43,52,58
2013-07-20,5,20,44,53,54,57
2013-07-21,8,15,19,32,34,37
2013-07-24,7,16,34,42,49,53
2013-07-27,11,14,23,41,47,49
2013-07-28,7,18,23,41,47,56
2013-07-31,4,7,14,31,39,51
2013-08-03,1,5,7,14,40,44
2013-08-04,3,15,21,34,47,56
2013-08-07,2,5,16,34,46,55
2013-08-10,1,3,5,29,44,48
2013-08-11,9,24,33,37,42,48
2013-08-13,2,9,11,36,41,57
2013-08-14,17,20,38,44,49,54
2013-08-17,13,23,41,48,49,57
2013-08-18,10,16,43,46,51,57
2013-08-21,2,17,30,34,39,57
2013-08-24,13,25,27,29,32,37
2013-08-25,7,26,38,42,45,52
2013-08-27,11,31,42,52,53,58
2013-08-28,6,15,16,20,39,57
2013-08-31,6,11,24,43,46,55
2013-09-01,7,23,32,34,49,51
2013-09-03,12,14,15,23,26,41
2013-09-04,5,9,12,14,15,16
2013-09-07,1,21,36,37,40,44
2013-09-08,3,17,21,29,47,55
2013-09-11,2,8,19,22,26,32
2013-09-14,3,18,20,37,54,58
2013-09-15,1,13,24,26,32,44
2013-09-18,16,27,36,43,55,56
2013-09-21,4,14,15,24,42,49
2013-09-22,12,14,19,27,46,47
2013-09-25,7,11,12,22,26,28
2013-09-28,4,9,13,15,45,58
2013-09-29,21,24,32,33,56,58
2013-10-01,11,14,26,32,41,56
2013-10-02,5,8,12,36,50,57
2013-10-05,9,18,30,35,50,54
2013-10-06,3,11,15,25,32,58
2013-10-09,6,21,35,36,39,48
2013-10-12,16,27,31,44,46,54
2013-10-13,6,23,26,28,48,57
2013-10-16,4,12,23,35,37,44
2013-10-19,8,20,28,31,50,52
2013-10-20,26,41,43,44,54,58
2013-10-23,9,19,30,38,47,57
2013-10-26,5,12,21,32,42,51
2013-10-27,8,15,22,24,33,58
2013-10-29,12,15,22,31,45,57
2013-10-30,10,27,28,45,49,52
2013-11-02,3,9,30,37,38,50
2013-11-03,10,20,36,40,41,57
2013-11-05,12,34,42,47,48,52
2013-11-06,6,14,19,23,55,56
2013-11-09,3,27,28,37,40,42
2013-11-10,1,8,22,27,38,40
2013-11-13,7,8,16,31,50,56
2013-11-16,8,18,19,28,30,31
2013-11-17,4,5,15,21,43,51
2013-11-20,20,31,41,43,49,50
2013-11-23,5,7,17,28,43,54
2013-11-24,10,15,16,36,42,55
2013-11-26,22,27,33,36,38,56
2013-11-27,16,21,34,37,42,50
2013-11-30,4,13,25,35,36,43
2013-12-01,5,8,15,30,48,54
2013-12-03,7,8,25,31,49,53
2013-12-04,5,7,12,16,32,44
2013-12-07,1,8,9,33,36,45
2013-12-08,9,14,24,25,31,56
2013-12-11,2,8,33,40,53,58
2013-12-14,6,19,20,37,53,55
2013-12-15,36,39,47,48,49,58
2013-12-18,12,16,27,42,45,54
2013-12-21,12,17,24,29,39,51
2013-12-22,22,32,35,38,45,51
2013-12-25,13,28,40,49,53,56
2013-12-28,5,12,21,37,40,56
2013-12-29,9,10,11,17,35,57
2013-12-31,3,11,19,34,36,53
2014-01-01,1,32,38,41,48,52
2014-01-04,3,5,21,24,27,41
2014-01-05,16,24,33,37,41,45
2014-01-07,3,19,20,22,41,47
2014-01-08,12,13,14,15,38,45
2014-01-11,1,11,37,41,43,48
2014-01-12,20,32,35,44,47,48
2014-01-15,5,8,20,25,49,50
2014-01-18,3,16,21,40,44,54
2014-01-19,4,6,10,13,48,56
2014-01-22,19,20,25,41,50,54
2014-01-25,3,14,22,25,30,50
2014-01-26,2,9,28,33,44,54
2014-01-28,14,18,21,28,35,47
2014-01-29,2,21,24,29,37,55
2014-02-01,3,10,13,14,22,25
2014-02-02,30,33,39,42,51,52
2014-02-04,11,15,30,41,54,55
2014-02-05,9,10,11,18,25,58
2014-02-08,24,25,32,35,40,56
2014-02-09,4,8,10,26,52,58
2014-02-11,10,15,22,34,51,53
2014-02-12,18,19,34,36,44,48
2014-02-15,1,8,27,42,43,45
2014-02-16,1,5,18,19,25,55
2014-02-19,9,15,23,42,46,55
2014-02-22,2,10,17,26,37,38
2014-02-23,2,11,16,34,43,57
2014-02-25,7,8,11,34,57,58
2014-02-26,11,17,22,30,35,38
2014-03-01,2,8,31,35,42,52
2014-03-02,8,9,19,31,34,42
2014-03-04,9,14,24,29,36,44
2014-03-05,10,14,15,16,40,43
2014-03-08,8,16,21,29,37,53
2014-03-09,1,8,10,31,34,37
2014-03-12,4,24,32,36,42,55
2014-03-15,10,24,31,50,56,57
2014-03-16,6,16,18,32,33,55
2014-03-19,9,11,16,20,43,44
2014-03-22,17,20,24,27,33,52
2014-03-23,6,15,26,34,37,43
2014-03-25,8,10,20,28,53,58
2014-03-26,3,22,28,31,40,55
2014-03-29,27,32,33,37,39,47
2014-03-30,4,32,44,49,52,55
2014-04-02,11,16,20,43,46,54
2014-04-05,1,6,20,26,50,53
2014-04-06,10,32,36,43,47,56
2014-04-08,6,14,42,45,50,58
2014-04-09,22,25,38,45,49,51
2014-04-12,8,9,21,26,31,37
2014-04-13,10,14,21,32,52,57
2014-04-16,15,26,32,40,47,54
2014-04-19,5,12,38,54,55,58
2014-04-20,1,4,6,11,25,30
2014-04-23,8,14,22,45,46,52
2014-04-26,14,17,27,31,37,43
2014-04-27,20,23,32,35,40,41
2014-04-29,7,10,16,36,51,57
2014-04-30,3,27,29,39,40,54
